agent;timestep;position;direction;status;given_command
0;58;(33, 11);w;moving;move_forward
1;58;None;n;waiting;wait
2;58;(21, 6);n;moving;move_forward
3;58;None;e;waiting;wait
4;58;None;n;waiting;wait
0;59;(33, 11);w;moving;move_forward
1;59;None;n;waiting;wait
2;59;(20, 6);n;moving;move_forward
3;59;None;e;waiting;wait
4;59;None;n;waiting;wait
0;60;(33, 10);w;moving;move_forward
1;60;None;n;waiting;wait
2;60;(20, 6);n;moving;move_forward
3;60;None;e;waiting;wait
4;60;None;n;waiting;wait
0;61;(33, 10);w;moving;move_forward
1;61;None;n;waiting;wait
2;61;(19, 6);n;moving;move_forward
3;61;None;e;waiting;wait
4;61;None;n;waiting;wait
0;62;(33, 10);w;moving;move_forward
1;62;None;n;waiting;wait
2;62;(19, 6);n;moving;move_forward
3;62;None;e;waiting;wait
4;62;None;n;waiting;wait
0;63;(33, 9);w;moving;move_forward
1;63;None;n;waiting;wait
2;63;(18, 6);n;moving;move_forward
3;63;None;e;waiting;wait
4;63;None;n;waiting;wait
0;64;(33, 9);w;moving;move_forward
1;64;None;n;waiting;wait
2;64;(18, 6);n;moving;move_forward
3;64;None;e;waiting;wait
4;64;None;n;waiting;wait
0;65;(33, 9);w;moving;move_forward
1;65;None;n;waiting;wait
2;65;(17, 6);n;moving;move_forward
3;65;None;e;waiting;wait
4;65;None;n;waiting;wait
0;66;(34, 9);s;moving;move_forward
1;66;None;n;waiting;wait
2;66;(17, 6);n;moving;move_forward
3;66;None;e;waiting;wait
4;66;None;n;waiting;wait
0;67;(34, 9);s;moving;move_forward
1;67;None;n;waiting;wait
2;67;(16, 6);n;moving;move_forward
3;67;None;e;waiting;wait
4;67;None;n;waiting;wait
0;68;(34, 9);s;moving;move_forward
1;68;None;n;waiting;wait
2;68;(16, 6);n;moving;move_forward
3;68;None;e;waiting;wait
4;68;None;n;waiting;wait
0;69;(34, 8);w;moving;move_forward
1;69;None;n;waiting;wait
2;69;(15, 6);n;moving;move_right
3;69;None;e;waiting;wait
4;69;None;n;waiting;wait
0;70;(34, 8);w;moving;move_forward
1;70;None;n;waiting;wait
2;70;(15, 6);n;moving;move_right
3;70;None;e;waiting;wait
4;70;None;n;waiting;wait
0;71;(34, 8);w;moving;move_forward
1;71;None;n;waiting;wait
2;71;(15, 7);e;moving;move_forward
3;71;None;e;waiting;wait
4;71;None;n;waiting;wait
0;72;(34, 7);w;moving;move_forward
1;72;None;n;waiting;wait
2;72;(15, 7);e;moving;move_forward
3;72;None;e;waiting;wait
4;72;None;n;waiting;wait
0;73;(34, 7);w;moving;move_forward
1;73;None;n;waiting;wait
2;73;(15, 8);e;moving;move_forward
3;73;None;e;waiting;wait
4;73;None;n;waiting;wait
0;74;(34, 7);w;moving;move_forward
1;74;None;n;waiting;wait
2;74;(15, 8);e;moving;move_forward
3;74;None;e;waiting;wait
4;74;None;n;waiting;wait
0;75;(34, 6);w;moving;move_forward
1;75;None;n;waiting;wait
2;75;(15, 9);e;moving;move_forward
3;75;None;e;waiting;wait
4;75;None;n;waiting;wait
0;76;(34, 6);w;moving;move_forward
1;76;None;n;waiting;wait
2;76;(15, 9);e;moving;move_forward
3;76;None;e;waiting;wait
4;76;None;n;waiting;wait
0;77;(34, 6);w;moving;move_forward
1;77;None;n;waiting;wait
2;77;(15, 10);e;moving;move_forward
3;77;None;e;waiting;wait
4;77;None;n;waiting;wait
0;78;(34, 5);w;moving;move_forward
1;78;None;n;waiting;wait
2;78;(15, 10);e;moving;move_forward
3;78;None;e;waiting;wait
4;78;None;n;waiting;wait
0;79;(34, 5);w;moving;move_forward
1;79;None;n;waiting;wait
2;79;(16, 10);s;moving;move_forward
3;79;None;e;waiting;wait
4;79;None;n;waiting;wait
0;80;(34, 5);w;moving;move_forward
1;80;None;n;waiting;wait
2;80;(16, 10);s;moving;move_forward
3;80;None;e;waiting;wait
4;80;None;n;waiting;wait
0;81;(33, 5);n;moving;move_forward
1;81;None;n;waiting;wait
2;81;(16, 11);e;moving;move_forward
3;81;None;e;waiting;wait
4;81;None;n;waiting;wait
0;82;(33, 5);n;moving;move_forward
1;82;None;n;waiting;wait
2;82;(16, 11);e;moving;move_forward
3;82;None;e;waiting;wait
4;82;None;n;waiting;wait
0;83;(33, 5);n;moving;move_forward
1;83;None;n;waiting;wait
2;83;(16, 12);e;moving;move_forward
3;83;None;e;waiting;wait
4;83;None;n;waiting;wait
0;84;(32, 5);n;moving;move_forward
1;84;None;n;waiting;wait
2;84;(16, 12);e;moving;move_forward
3;84;None;e;waiting;wait
4;84;None;n;waiting;wait
0;85;(32, 5);n;moving;move_forward
1;85;None;n;waiting;wait
2;85;(17, 12);s;moving;move_forward
3;85;None;e;waiting;wait
4;85;None;n;waiting;wait
0;86;(32, 5);n;moving;move_forward
1;86;None;n;waiting;wait
2;86;(17, 12);s;moving;move_forward
3;86;None;e;waiting;wait
4;86;None;n;waiting;wait
0;87;(31, 5);n;moving;move_forward
1;87;None;n;waiting;wait
2;87;(18, 12);s;moving;move_forward
3;87;None;e;waiting;wait
4;87;None;n;waiting;wait
0;88;(31, 5);n;moving;move_forward
1;88;None;n;waiting;wait
2;88;(18, 12);s;moving;move_forward
3;88;None;e;waiting;wait
4;88;None;n;waiting;wait
0;89;(31, 5);n;moving;move_forward
1;89;None;n;waiting;wait
2;89;(18, 13);e;moving;move_forward
3;89;None;e;waiting;wait
4;89;None;n;waiting;wait
0;90;(30, 5);n;moving;move_forward
1;90;None;n;waiting;wait
2;90;(18, 13);e;moving;move_forward
3;90;None;e;waiting;wait
4;90;None;n;waiting;wait
0;91;(30, 5);n;moving;move_forward
1;91;None;n;waiting;wait
2;91;(19, 13);s;moving;move_forward
3;91;None;e;waiting;wait
4;91;None;n;waiting;wait
0;92;(30, 5);n;moving;move_forward
1;92;None;n;waiting;wait
2;92;(19, 13);s;moving;move_forward
3;92;None;e;waiting;wait
4;92;None;n;waiting;wait
0;93;(29, 5);n;moving;move_forward
1;93;None;n;waiting;wait
2;93;(19, 14);e;moving;move_forward
3;93;None;e;waiting;wait
4;93;None;n;waiting;wait
0;94;(29, 5);n;moving;move_forward
1;94;None;n;waiting;wait
2;94;(19, 14);e;moving;move_forward
3;94;None;e;waiting;wait
4;94;None;n;waiting;wait
0;95;(29, 5);n;moving;move_forward
1;95;None;n;waiting;wait
2;95;(19, 15);e;moving;move_forward
3;95;None;e;waiting;wait
4;95;None;n;waiting;wait
0;96;(28, 5);n;moving;move_forward
1;96;None;n;waiting;wait
2;96;(19, 15);e;moving;move_forward
3;96;None;e;waiting;wait
4;96;None;n;waiting;wait
0;97;(28, 5);n;moving;move_forward
1;97;None;n;waiting;wait
2;97;(19, 16);e;moving;move_forward
3;97;None;e;waiting;wait
4;97;None;n;waiting;wait
0;98;(28, 5);n;moving;move_forward
1;98;None;n;waiting;wait
2;98;(19, 16);e;moving;move_forward
3;98;None;e;waiting;wait
4;98;None;n;waiting;wait
0;99;(27, 5);n;moving;move_forward
1;99;None;n;waiting;wait
2;99;(19, 17);e;moving;move_right
3;99;None;e;waiting;wait
4;99;None;n;waiting;wait
0;100;(27, 5);n;moving;move_forward
1;100;None;n;waiting;wait
2;100;(19, 17);e;moving;move_right
3;100;None;e;waiting;wait
4;100;None;n;waiting;wait
0;101;(27, 5);n;moving;move_forward
1;101;None;n;waiting;wait
2;101;(20, 17);s;moving;move_forward
3;101;None;e;waiting;wait
4;101;None;n;waiting;wait
0;102;(26, 5);n;moving;move_right
1;102;None;n;waiting;wait
2;102;(20, 17);s;moving;move_forward
3;102;None;e;waiting;wait
4;102;None;n;waiting;wait
0;103;(26, 5);n;moving;move_right
1;103;None;n;waiting;wait
2;103;(20, 18);e;moving;move_forward
3;103;None;e;waiting;wait
4;103;None;n;waiting;wait
0;104;(26, 5);n;moving;move_right
1;104;None;n;waiting;wait
2;104;(20, 18);e;moving;move_forward
3;104;None;e;waiting;wait
4;104;None;n;waiting;wait
0;105;(26, 6);e;moving;move_forward
1;105;None;n;waiting;wait
3;105;None;e;waiting;wait
4;105;None;n;waiting;wait
0;106;(26, 6);e;moving;move_forward
1;106;None;n;waiting;wait
3;106;None;e;waiting;wait
4;106;None;n;waiting;wait
0;107;(26, 6);e;moving;move_forward
1;107;None;n;waiting;wait
3;107;None;e;waiting;wait
4;107;None;n;waiting;wait
0;108;(25, 6);n;moving;move_forward
1;108;None;n;waiting;wait
3;108;None;e;waiting;wait
4;108;None;n;waiting;wait
0;109;(25, 6);n;moving;move_forward
1;109;None;n;waiting;wait
3;109;None;e;waiting;wait
4;109;None;n;waiting;wait
0;110;(25, 6);n;moving;move_forward
1;110;None;n;waiting;wait
3;110;None;e;waiting;wait
4;110;None;n;waiting;wait
0;111;(24, 6);n;moving;move_forward
1;111;None;n;waiting;wait
3;111;None;e;waiting;wait
4;111;None;n;waiting;wait
0;112;(24, 6);n;moving;move_forward
1;112;None;n;waiting;wait
3;112;None;e;waiting;wait
4;112;None;n;waiting;wait
0;113;(24, 6);n;moving;move_forward
1;113;None;n;waiting;wait
3;113;None;e;waiting;wait
4;113;None;n;waiting;wait
0;114;(23, 6);n;moving;move_forward
1;114;None;n;waiting;wait
3;114;None;e;waiting;wait
4;114;None;n;waiting;wait
0;115;(23, 6);n;moving;move_forward
1;115;None;n;waiting;wait
3;115;None;e;waiting;wait
4;115;None;n;waiting;wait
0;116;(23, 6);n;moving;move_forward
1;116;None;n;waiting;wait
3;116;None;e;waiting;wait
4;116;None;n;waiting;wait
0;117;(22, 6);n;moving;move_forward
1;117;None;n;waiting;wait
3;117;None;e;waiting;wait
4;117;None;n;waiting;wait
0;118;(22, 6);n;moving;move_forward
1;118;None;n;waiting;wait
3;118;None;e;waiting;wait
4;118;None;n;waiting;wait
0;119;(22, 6);n;moving;move_forward
1;119;None;n;waiting;wait
3;119;None;e;waiting;wait
4;119;None;n;waiting;wait
0;120;(21, 6);n;moving;move_forward
1;120;None;n;waiting;wait
3;120;None;e;waiting;wait
4;120;None;n;waiting;wait
0;121;(21, 6);n;moving;move_forward
1;121;None;n;waiting;wait
3;121;None;e;waiting;wait
4;121;None;n;waiting;wait
0;122;(21, 6);n;moving;move_forward
1;122;None;n;waiting;wait
3;122;None;e;waiting;wait
4;122;None;n;waiting;wait
0;123;(20, 6);n;moving;move_forward
1;123;None;n;waiting;wait
3;123;None;e;waiting;wait
4;123;None;n;waiting;wait
0;124;(20, 6);n;moving;move_forward
1;124;None;n;waiting;wait
3;124;None;e;waiting;wait
4;124;None;n;waiting;wait
0;125;(20, 6);n;moving;move_forward
1;125;None;n;waiting;wait
3;125;None;e;waiting;wait
4;125;None;n;waiting;wait
0;126;(19, 6);n;moving;move_forward
1;126;None;n;waiting;wait
3;126;None;e;waiting;wait
4;126;None;n;waiting;wait
0;127;(19, 6);n;moving;move_forward
1;127;None;n;waiting;wait
3;127;None;e;waiting;wait
4;127;None;n;waiting;wait
0;128;(19, 6);n;moving;move_forward
1;128;None;n;waiting;wait
3;128;None;e;waiting;wait
4;128;None;n;waiting;wait
0;129;(18, 6);n;moving;move_forward
1;129;None;n;waiting;wait
3;129;None;e;waiting;wait
4;129;None;n;waiting;wait
0;130;(18, 6);n;moving;move_forward
1;130;None;n;waiting;wait
3;130;None;e;waiting;wait
4;130;None;n;waiting;wait
0;131;(18, 6);n;moving;move_forward
1;131;None;n;waiting;wait
3;131;None;e;waiting;wait
4;131;None;n;waiting;wait
0;132;(17, 6);n;moving;move_forward
1;132;None;n;waiting;wait
3;132;None;e;waiting;wait
4;132;None;n;waiting;wait
0;133;(17, 6);n;moving;move_forward
1;133;None;n;waiting;wait
3;133;None;e;waiting;wait
4;133;None;n;waiting;wait
0;134;(17, 6);n;moving;move_forward
1;134;None;n;waiting;wait
3;134;None;e;waiting;wait
4;134;None;n;waiting;wait
0;135;(16, 6);n;moving;move_forward
1;135;None;n;waiting;wait
3;135;None;e;waiting;wait
4;135;None;n;waiting;wait
0;136;(16, 6);n;moving;move_forward
1;136;None;n;waiting;wait
3;136;None;e;waiting;wait
4;136;None;n;waiting;wait
0;137;(16, 6);n;moving;move_forward
1;137;None;n;waiting;wait
3;137;None;e;waiting;wait
4;137;None;n;waiting;wait
0;138;(15, 6);n;moving;move_forward
1;138;None;n;waiting;wait
3;138;None;e;waiting;wait
4;138;None;n;waiting;wait
0;139;(15, 6);n;moving;move_forward
1;139;None;n;waiting;wait
3;139;None;e;waiting;wait
4;139;None;n;waiting;wait
0;140;(15, 6);n;moving;move_forward
1;140;None;n;waiting;wait
3;140;None;e;waiting;wait
4;140;None;n;waiting;wait
0;141;(14, 6);n;moving;move_forward
1;141;None;n;waiting;wait
3;141;None;e;waiting;wait
4;141;None;n;waiting;wait
0;142;(14, 6);n;moving;move_forward
1;142;None;n;waiting;wait
3;142;None;e;waiting;wait
4;142;None;n;waiting;wait
0;143;(14, 6);n;moving;move_forward
1;143;None;n;waiting;wait
3;143;None;e;waiting;wait
4;143;None;n;waiting;wait
0;144;(14, 7);e;moving;move_forward
1;144;None;n;ready to depart;move_forward
3;144;None;e;waiting;wait
4;144;None;n;waiting;wait
0;145;(14, 7);e;moving;move_forward
1;145;(7, 16);n;moving;move_forward
3;145;None;e;waiting;wait
4;145;None;n;waiting;wait
0;146;(14, 7);e;moving;move_forward
1;146;(7, 16);n;moving;move_forward
3;146;None;e;waiting;wait
4;146;None;n;waiting;wait
0;147;(14, 8);e;moving;move_forward
1;147;(6, 16);n;moving;move_forward
3;147;None;e;waiting;wait
4;147;None;n;waiting;wait
0;148;(14, 8);e;moving;move_forward
1;148;(6, 16);n;moving;move_forward
3;148;None;e;waiting;wait
4;148;None;n;waiting;wait
0;149;(14, 8);e;moving;move_forward
1;149;(5, 16);n;moving;move_forward
3;149;None;e;waiting;wait
4;149;None;n;waiting;wait
0;150;(14, 9);e;moving;move_forward
1;150;(5, 16);n;moving;move_forward
3;150;None;e;waiting;wait
4;150;None;n;waiting;wait
0;151;(14, 9);e;moving;move_forward
1;151;(4, 16);n;moving;move_forward
3;151;None;e;waiting;wait
4;151;None;n;waiting;wait
0;152;(14, 9);e;moving;move_forward
1;152;(4, 16);n;moving;move_forward
3;152;None;e;waiting;wait
4;152;None;n;waiting;wait
0;153;(14, 10);e;moving;move_forward
1;153;(3, 16);n;moving;move_forward
3;153;None;e;waiting;wait
4;153;None;n;waiting;wait
0;154;(14, 10);e;moving;move_forward
1;154;(3, 16);n;moving;move_forward
3;154;None;e;waiting;wait
4;154;None;n;waiting;wait
0;155;(14, 10);e;moving;move_forward
1;155;(3, 15);w;moving;move_forward
3;155;None;e;waiting;wait
4;155;None;n;waiting;wait
0;156;(14, 11);e;moving;move_forward
1;156;(3, 15);w;moving;move_forward
3;156;None;e;waiting;wait
4;156;None;n;waiting;wait
0;157;(14, 11);e;moving;move_forward
1;157;(3, 14);w;moving;move_forward
3;157;None;e;waiting;wait
4;157;None;n;waiting;wait
0;158;(14, 11);e;moving;move_forward
1;158;(3, 14);w;moving;move_forward
3;158;None;e;waiting;wait
4;158;None;n;waiting;wait
0;159;(14, 12);e;moving;move_forward
1;159;(3, 13);w;moving;move_forward
3;159;None;e;waiting;wait
4;159;None;n;waiting;wait
0;160;(14, 12);e;moving;move_forward
1;160;(3, 13);w;moving;move_forward
3;160;None;e;waiting;wait
4;160;None;n;waiting;wait
0;161;(14, 12);e;moving;move_forward
1;161;(3, 12);w;moving;move_forward
3;161;None;e;waiting;wait
4;161;None;n;waiting;wait
0;162;(14, 13);e;moving;move_forward
1;162;(3, 12);w;moving;move_forward
3;162;None;e;waiting;wait
4;162;None;n;waiting;wait
0;163;(14, 13);e;moving;move_forward
1;163;(4, 12);s;moving;move_forward
3;163;None;e;waiting;wait
4;163;None;n;waiting;wait
0;164;(14, 13);e;moving;move_forward
1;164;(4, 12);s;moving;move_forward
3;164;None;e;waiting;wait
4;164;None;n;waiting;wait
0;165;(14, 14);e;moving;move_forward
1;165;(5, 12);s;moving;move_forward
3;165;None;e;waiting;wait
4;165;None;n;waiting;wait
0;166;(14, 14);e;moving;move_forward
1;166;(5, 12);s;moving;move_forward
3;166;None;e;waiting;wait
4;166;None;n;waiting;wait
0;167;(14, 14);e;moving;move_forward
1;167;(6, 12);s;moving;move_forward
3;167;None;e;waiting;wait
4;167;None;n;waiting;wait
0;168;(13, 14);n;moving;move_forward
1;168;(6, 12);s;moving;move_forward
3;168;None;e;waiting;wait
4;168;None;n;waiting;wait
0;169;(13, 14);n;moving;move_forward
1;169;(7, 12);s;moving;move_forward
3;169;None;e;waiting;wait
4;169;None;n;waiting;wait
0;170;(13, 14);n;moving;move_forward
1;170;(7, 12);s;moving;move_forward
3;170;None;e;waiting;wait
4;170;None;n;waiting;wait
0;171;(13, 15);e;moving;move_forward
1;171;(8, 12);s;moving;move_forward
3;171;None;e;waiting;wait
4;171;None;n;waiting;wait
0;172;(13, 15);e;moving;move_forward
1;172;(8, 12);s;moving;move_forward
3;172;None;e;waiting;wait
4;172;None;n;waiting;wait
0;173;(13, 15);e;moving;move_forward
1;173;(9, 12);s;moving;move_forward
3;173;None;e;waiting;wait
4;173;None;n;waiting;wait
0;174;(13, 16);e;moving;move_forward
1;174;(9, 12);s;moving;move_forward
3;174;None;e;waiting;wait
4;174;None;n;waiting;wait
0;175;(13, 16);e;moving;move_forward
1;175;(10, 12);s;moving;move_forward
3;175;None;e;waiting;wait
4;175;None;n;waiting;wait
0;176;(13, 16);e;moving;move_forward
1;176;(10, 12);s;moving;move_forward
3;176;None;e;waiting;wait
4;176;None;n;waiting;wait
0;177;(12, 16);n;moving;move_forward
1;177;(11, 12);s;moving;move_forward
3;177;None;e;waiting;wait
4;177;None;n;waiting;wait
0;178;(12, 16);n;moving;move_forward
1;178;(11, 12);s;moving;move_forward
3;178;None;e;waiting;wait
4;178;None;n;waiting;wait
0;179;(12, 16);n;moving;move_forward
1;179;(11, 13);e;moving;move_forward
3;179;None;e;waiting;wait
4;179;None;n;waiting;wait
0;180;(11, 16);n;moving;move_forward
1;180;(11, 13);e;moving;move_forward
3;180;None;e;waiting;wait
4;180;None;n;waiting;wait
0;181;(11, 16);n;moving;move_forward
1;181;(11, 14);e;moving;move_forward
3;181;None;e;waiting;wait
4;181;None;n;waiting;wait
0;182;(11, 16);n;moving;move_forward
1;182;(11, 14);e;moving;move_forward
